Steps,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
10000,-0.23116338,0.117392525,0.06589947,1.7810941,0.00029787328,0.0,-2.4991248192673083,992.125,-2.499123970977962
15000,-0.20327505,0.057951078,0.067377344,1.7724323,0.00029637088,0.0,None,None,None
20000,-0.22880529,0.13282447,0.06575475,1.7381053,0.00029485783,0.0,-1.874999887921149,993.0,-1.8749996246770024
25000,-0.17951651,0.003883836,0.07343747,1.7213048,0.000293377,0.0,-1.8749999379797373,993.0,-1.8749997820705175
30000,-0.13869928,0.032778088,0.07168977,1.7155113,0.00029187332,0.0,None,None,None
35000,-0.1223551,0.0005414885,0.058789257,1.7087561,0.0002903602,0.0,-1.4999999544816092,993.0,-1.4999999962747097
40000,-0.11585438,0.00064984884,0.069235735,1.7203006,0.0002888794,0.0,-0.9999999310821295,993.0,-1.0000000521540642
45000,-0.10804476,0.000333536,0.06706649,1.7249727,0.0002873757,0.0,None,None,-1.0000000521540642
50000,-0.10186827,0.00031719662,0.070590325,1.7140557,0.00028586262,0.0,-0.9999999310821295,993.0,-1.0000000521540642
55000,-0.09800736,0.028220283,0.071077056,1.6949985,0.00028435892,0.0,None,None,None
60000,-0.088712655,0.0023906617,0.053500004,1.670761,0.0002828458,0.0,-1.4999999246792868,993.0,-1.4999998770654202
65000,-0.06330772,0.00034657083,0.07997037,1.6402085,0.00028136504,0.0,-1.3749999220308382,993.0,-1.3749999050050974
70000,-0.05891432,0.0032642342,0.06725438,1.5958722,0.00027986133,0.0,None,None,None
75000,-0.085405335,0.000270041,0.06739199,1.6243114,0.00027834822,0.0,-0.7499999055289663,993.0,-0.7499999888241291
80000,-0.08768119,0.00020658471,0.0704166,1.6306839,0.00027686745,0.0,-0.9999999310821295,993.0,-1.0000000521540642
85000,-0.09311641,0.011891185,0.06422525,1.6357396,0.00027536374,0.0,None,None,-1.0000000521540642
90000,-0.077850595,0.0013967549,0.076488316,1.6449149,0.00027385063,0.0,-1.3749999220308382,993.0,-1.3749999348074198
95000,-0.08368866,0.0010081163,0.07141601,1.663924,0.0002723469,0.0,None,None,None
100000,-0.05535672,0.002235088,0.07722194,1.6994914,0.0002708338,0.0,-0.7499999129795469,993.0,-0.7499999888241291
105000,-0.07109167,0.00121385,0.07044387,1.7070298,0.00026935304,0.0,-0.7499999278807081,993.0,-0.7500000260770321
110000,-0.06718671,0.0025650738,0.06697949,1.6861147,0.00026784933,0.0,None,None,None
115000,-0.10064212,0.017772954,0.06924226,1.6809287,0.0002663362,0.0,-0.8749999220308382,993.0,-0.8750000167638063
120000,-0.107768,0.0068131937,0.06819014,1.6980337,0.00026485542,0.0,-0.4999998746206984,993.0,-0.9999997938672701
125000,-0.12255938,0.04952476,0.06646263,1.707472,0.0002633517,0.0,None,None,1.0000003017485142
130000,-0.09371217,0.0021250397,0.07206118,1.6626855,0.0002618386,0.0,-1.3749999007268343,993.0,-1.374999737367034
135000,-0.07043485,0.008455023,0.073774226,1.6861763,0.00026033493,0.0,None,None,None
140000,-0.015540644,0.050498765,0.06530712,1.7028103,0.00025882182,0.0,-0.4999998884741217,993.0,-0.4999998342245817
145000,0.026404608,0.010680264,0.07118784,1.6783848,0.00025734102,0.0,0.5000003085006028,993.0,0.5000006323680282
150000,0.22020416,0.10478427,0.07795419,1.6392909,0.00025574618,0.0,1.3404002867173404,654.0,1.3404027223587036
155000,0.03746026,0.14948072,0.072992384,1.6456264,0.00025432455,0.0,0.4285717281579439,993.0,0.428572202367442
160000,-0.027905667,0.117304906,0.06567488,1.575043,0.0002528442,0.0,-2.3748748112120666,992.875,-3.5712845815079555
165000,0.09515268,0.11565688,0.06932486,1.6356837,0.00025134004,0.0,4.140200373716652,853.0,5.070100657641888
170000,0.0518642,0.16160087,0.062851496,1.6589074,0.00024993983,0.0,-2.8571428135702654,993.0,-2.8571415649993077
175000,0.05803526,0.04458748,0.06905359,1.6962203,0.0002482074,0.0,3.001000239280984,992.0,3.0010005086660385
180000,0.14633942,0.025392115,0.068174064,1.670918,0.00024689618,0.0,1.4285716289388282,993.0,1.4285717265946525
