Steps,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Reward
295000,0.87938976,0.06657609,0.072230615,1.1905146,0.00021220725,4.0,6.0807337498602765,747.0,6.080734349787235
300000,0.8919042,0.1155696,0.06952642,1.1893877,0.00021076914,4.0,5.376486161723733,618.4285714285714,5.376486687787941
305000,1.0278924,0.09603144,0.068190515,1.1802257,0.00020929694,4.0,6.2203070549139134,508.93333333333334,6.220307722687721
310000,1.1722488,0.10149679,0.060434967,1.138954,0.00020770352,4.0,7.361564056143504,362.6363636363636,7.361564572561871
315000,1.2651933,0.09364045,0.07762229,1.134365,0.00020628913,4.0,7.399173803534358,397.6,7.392029461051736
320000,1.3163639,0.07923174,0.06834391,1.1410578,0.00020473068,4.0,6.909489395950611,420.55555555555554,6.968461190164089
325000,1.2698174,0.10166341,0.07357988,1.1284385,0.00020347058,5.0,7.05910044532114,437.3333333333333,7.0591010103623075
330000,1.2838019,0.09692219,0.06616055,1.1410191,0.00020173751,5.0,6.908760396600701,487.1,6.908760966360569
335000,1.2169431,0.08519308,0.07540026,1.1406932,0.00020028658,5.0,7.129818600538949,502.6363636363636,7.129819253628904
340000,1.1558888,0.094477616,0.068960026,1.1243207,0.00019872366,5.0,6.725578307458717,492.6666666666667,6.725579011771414
345000,1.24956,0.12337695,0.065427884,1.0475825,0.00019732332,5.0,6.287345901660791,436.3636363636364,6.28734657981179
350000,1.2053524,0.07812965,0.06644784,1.0685858,0.00019577089,5.0,6.7950367670590905,473.90909090909093,6.795037310231816
355000,1.2942415,0.109825216,0.059319347,1.0102628,0.00019424877,5.0,7.365714762559427,416.5,7.365715309977531
360000,1.2867931,0.09277543,0.07121551,1.0256007,0.00019276014,5.0,7.140691351526502,401.6363636363636,7.14069190621376
365000,1.3801167,0.17341943,0.072928056,0.98245656,0.00019108779,6.0,5.805600383577661,413.22222222222223,5.951075984165072
370000,1.2069491,0.22078604,0.059465155,1.0121163,0.00018974699,6.0,4.382117072857606,364.8333333333333,4.402093459780399
375000,1.2508154,0.17464343,0.073966086,0.98176837,0.00018821743,6.0,6.029353423345396,379.47058823529414,6.029354303198702
380000,1.333677,0.18878388,0.06906693,1.0076338,0.00018679287,6.0,5.479493816243485,318.0,5.32672992348671
385000,1.353782,0.1566764,0.06641466,0.99847245,0.00018516951,6.0,6.271954211209399,340.53846153846155,6.368115354861532
390000,1.3729999,0.11465013,0.07248196,1.0212321,0.00018372796,6.0,6.854417077362693,392.3333333333333,6.854417747507493
395000,1.4700193,0.19557798,0.062470414,0.99890065,0.00018217241,7.0,5.738300429424271,425.0,5.73830088848869
400000,1.4784538,0.1551452,0.078795955,1.0012494,0.00018071197,7.0,6.624543360484365,301.7142857142857,6.624544045754841
405000,1.5194921,0.13496962,0.063397616,1.0432824,0.00017930543,7.0,7.166714757248493,401.5,7.166715248354843
410000,1.3669523,0.105780676,0.06775585,1.1440014,0.00017778836,7.0,6.80480037892068,374.0,6.804801222952929
415000,1.3095844,0.1331907,0.06864921,1.090809,0.00017625188,7.0,5.700667086115573,462.3333333333333,5.700667843222618
420000,1.3988708,0.09044428,0.070093825,1.0724093,0.00017474852,7.0,7.148938930700892,386.2307692307692,7.148939414666249
425000,1.4505931,0.13328847,0.06953028,1.080638,0.00017327562,7.0,6.696908152107006,377.0769230769231,6.696908904955937
430000,1.4765295,0.10910791,0.067053854,1.084157,0.00017173462,7.0,7.369517132659287,377.3333333333333,7.369517795741558
435000,1.5484502,0.09536263,0.06513415,1.0470899,0.00017026796,7.0,7.302435749278897,341.94117647058823,7.278488453477621
440000,1.6428667,0.0995652,0.0649822,1.026366,0.0001687242,7.0,6.530700469855219,323.64285714285717,6.6076944947242735
445000,1.699929,0.22023387,0.06411757,1.0219722,0.00016728797,7.0,5.808600449986342,299.94444444444446,5.808601330551836
450000,1.6724489,0.11944236,0.07741429,1.06651,0.00016574225,7.0,6.950338847523269,354.46153846153845,6.950339364317747
455000,1.5868413,0.13999107,0.079114325,1.0973849,0.00016428347,7.0,6.5162003951756144,327.2307692307692,6.516200994069759
460000,1.569337,0.10384147,0.07053764,1.1004726,0.00016280897,7.0,6.975400388573429,378.7857142857143,6.97540109711034
465000,1.5195891,0.11774127,0.065969095,1.1103244,0.00016124362,7.0,6.866231202738932,437.84615384615387,6.8662319263586635
470000,1.5009528,0.109478384,0.06729328,1.0395759,0.00015975522,7.0,6.930867143266369,316.5833333333333,6.93086772163709
475000,1.4945241,0.19949542,0.066723496,1.044891,0.0001582492,7.0,6.18772049251323,409.1333333333333,6.082286873034069
480000,1.5254182,0.12888761,0.072547466,1.0143888,0.00015678175,7.0,6.8653204681507,331.93333333333334,6.9152259435504675
485000,1.294058,0.14380914,0.0633653,1.1724886,0.00015530217,7.0,6.177875454071909,319.375,6.1778761968016624
490000,1.3437454,0.053722784,0.0816233,1.0843394,0.00015376094,7.0,5.946000368004509,549.8333333333334,5.946000783393781
495000,1.5468401,0.14129439,0.06411042,1.0034847,0.00015224343,7.0,6.649627113870035,347.53333333333336,6.649627546469371
500000,1.6631473,0.12230098,0.066799015,0.95066583,0.0001507464,7.0,7.350459260509952,294.1764705882353,7.350459684343899
505000,1.6273583,0.13268054,0.072127536,0.99589354,0.0001492902,7.0,7.237014745345472,331.7857142857143,7.237015172839165
510000,1.6544018,0.0893353,0.06543842,0.9310431,0.0001476782,7.0,7.463093830971047,334.2,7.463094304998716
515000,1.6810609,0.18875676,0.07024136,0.9280901,0.00014626842,7.0,6.348969698256742,340.46153846153845,6.3489702962912045
520000,1.5691689,0.15605457,0.077440426,0.96405184,0.00014474643,7.0,6.290386053467436,349.64285714285717,6.2903868747609
525000,1.6063931,0.16431953,0.06396703,0.9566255,0.0001432742,7.0,6.184388707474093,342.3529411764706,6.184389454476974
530000,1.664279,0.17422542,0.06777528,0.9568884,0.00014180224,7.0,6.822929064493759,317.35714285714283,6.822929609034743
535000,1.566734,0.12359463,0.07270713,0.96604925,0.00014023273,7.0,7.09470634773264,314.6470588235294,7.0566382724791765
540000,1.7671229,0.11600552,0.07417753,0.9011914,0.00013872619,7.0,7.125187861311133,309.6875,7.159224393613198
545000,1.7845099,0.15452653,0.0673151,0.94846064,0.00013722082,7.0,6.432947081016997,364.2,6.338400990835258
550000,1.7162141,0.162814,0.0663805,0.95108044,0.00013573248,7.0,6.3629575528237705,348.42857142857144,6.455867733558019
555000,1.6646832,0.09402856,0.078186855,0.9282175,0.00013418464,7.0,7.431667145477452,315.75,7.431667650739352
560000,1.6228031,0.13607854,0.071498975,0.9266209,0.00013275453,7.0,6.944412187015748,347.0,6.94441286781255
565000,1.6516827,0.14311656,0.06580541,0.92828065,0.00013124771,7.0,6.602800424660867,327.8,6.750715197197029
570000,1.7026067,0.10921067,0.06746578,0.9131085,0.00012971986,7.0,7.346294621978065,298.3529411764706,7.189945328566763
575000,1.7295384,0.10864961,0.06176874,0.9298412,0.00012823666,7.0,7.118673154597425,333.1818181818182,7.118673912503502
580000,1.6764911,0.117252134,0.06955596,0.9446367,0.00012675113,7.0,6.971223987529383,378.7647058823529,6.971224587629823
585000,1.593332,0.17678574,0.06394924,0.9500996,0.00012527648,7.0,6.462507101862381,334.73333333333335,6.462507922450701
590000,1.652748,0.12111908,0.058296114,0.9401375,0.00012375182,7.0,7.240693777116636,290.3333333333333,7.240694154302279
595000,1.5727761,0.11716128,0.07772999,0.9381341,0.00012219315,7.0,6.854587128168593,342.73333333333335,6.854587897161642
600000,1.6808846,0.14497033,0.06682511,0.9245355,0.000120690696,7.0,7.119825450514327,314.75,7.119826168753207
605000,1.6709975,0.12452084,0.06488979,0.944426,0.00011928295,7.0,7.057475443201838,315.0625,7.057476022280753
610000,1.7016587,0.11778448,0.0634421,0.96157706,0.00011769202,7.0,7.021853793350359,308.8666666666667,6.97398670230593
615000,1.71654,0.2038213,0.06844467,0.93431747,0.00011620365,7.0,6.029056000174023,301.8888888888889,6.116579838489232
620000,1.7309356,0.17961995,0.066003345,0.9237912,0.000114792594,7.0,6.6626449129156144,279.3888888888889,6.662645575900872
625000,1.761325,0.14325583,0.069182895,0.92408496,0.00011326858,7.0,6.693569661709121,304.0769230769231,6.69356987797297
630000,1.8011048,0.109105214,0.06309114,0.91599494,0.00011183804,7.0,7.528422670749326,302.44444444444446,7.528423157831033
635000,1.8690609,0.083096355,0.06910385,0.8840513,0.00011029779,7.0,7.689154318139817,308.2307692307692,7.689154725808364
640000,1.885675,0.1001706,0.06330247,0.8679534,0.00010872429,7.0,7.496055990845586,334.5,7.496056645280785
645000,1.7888734,0.19434083,0.062251296,0.8920131,0.00010726952,7.0,6.389629053933147,322.2142857142857,6.750631916981477
650000,1.8051462,0.15402494,0.06707137,0.8646223,0.000105674655,7.0,7.022656008458903,308.1666666666667,6.742337807228691
655000,1.7624143,0.1741854,0.07281925,0.8979872,0.00010417964,7.0,6.743586160691588,325.2142857142857,6.743586835052286
660000,1.7575215,0.12480289,0.06655892,0.884738,0.00010272122,7.0,6.861389325530682,302.77777777777777,6.98322469784933
665000,1.7385725,0.190099,0.075780205,0.9245426,0.00010119347,7.0,5.782386129389384,286.7857142857143,5.716241029898326
670000,1.6464205,0.15910783,0.055483375,0.9437766,9.976141e-05,7.0,6.9029338292467095,360.93333333333334,6.902934425075849
675000,1.6638802,0.10926366,0.0621125,0.9234602,9.8162316e-05,7.0,6.920659229844151,312.05882352941177,6.9206597743665474
680000,1.7556068,0.12613684,0.07039164,0.9105138,9.677681e-05,7.0,7.38480050683332,279.55555555555554,7.384800865418381
685000,1.7050595,0.19492641,0.06509921,0.9643648,9.5264135e-05,7.0,5.893653789317856,304.0,5.893654543161392
690000,1.6449589,0.15498908,0.07098875,0.96715903,9.379467e-05,7.0,6.613550423367997,321.5,6.6135510597378016
695000,1.6216614,0.107772544,0.07910395,0.96634096,9.227698e-05,7.0,7.467373794006805,330.2,7.467374076445897
700000,1.7051878,0.1635605,0.07086445,0.9472374,9.075383e-05,7.0,6.16345604274991,278.6666666666667,6.163456688324611
705000,1.6330744,0.13619435,0.06468539,0.955812,8.921691e-05,7.0,6.848875421404955,335.9375,6.795254348715146
